nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
SE11,Stockholm,Sweden,7,2440027,2.8688207138691495
RS22,Region Južne i Istočne Srbije,Serbia,4,1403064,2.850903451303718
SK01,Bratislavský kraj,Slovakia,2,728370,2.745857187967654
DK01,Hovedstaden,Denmark,5,1891871,2.642886327873306
BE23,Prov. Oost-Vlaanderen,Belgium,4,1563346,2.558614663676499
NL34,Zeeland,Netherlands,1,391124,2.556733925813808
SE22,Sydsverige,Sweden,4,1573064,2.5428081756368464
CH03,Nordwestschweiz,Switzerland,3,1202435,2.4949373562812127
LT01,Sostinės regionas,Lithuania,2,848724,2.3564786667986293
HU23,Dél-Dunántúl,Hungary,2,858675,2.3291699420618976
SE31,Norra Mellansverige,Sweden,2,859620,2.3266094320746378
DEA1,Düsseldorf,Germany,12,5261157,2.2808671172519657
ES51,Cataluña,Spain,18,7901963,2.277914994033761
CZ01,Praha,Czechia,3,1357326,2.2102280513303363
LV00,Latvija,Latvia,4,1883008,2.124260757256475
NO07,Nord-Norge,Norway,1,483536,2.068098342212369
EL64,Sterea Elláda,Greece,1,504167,1.983469762995198
SI04,Zahodna Slovenija,Slovenia,2,1009087,1.981989659959944
RO11,Nord-Vest,Romania,5,2531913,1.97479139291121
ITI1,Toscana,Italy,7,3661981,1.9115336753522205
CH04,Zürich,Switzerland,3,1579967,1.8987738351497216
HU21,Közép-Dunántúl,Hungary,2,1059399,1.8878628354378284
DEG0,Thüringen,Germany,4,2126846,1.880719149388343
FRC1,Bourgogne,France,3,1614580,1.8580683521411139
AT32,Salzburg,Austria,1,568346,1.7594915773138193
AT21,Kärnten,Austria,1,568984,1.7575186648482206
ES53,Illes Balears,Spain,2,1209906,1.653020978489238
ITH3,Veneto,Italy,8,4849553,1.6496365747523534
CH05,Ostschweiz,Switzerland,2,1217015,1.643365118753672
FRD2,Haute-Normandie ,France,3,1854083,1.6180505403479781
RO41,Sud-Vest Oltenia,Romania,3,1861680,1.6114477246358128
EL30,Attiki,Greece,6,3790842,1.5827618244178998
PL62,Warmińsko-mazurskie,Poland,2,1303380,1.53447191149166
DEA3,Münster,Germany,4,2664280,1.5013437026138394
BG41,Yugozapaden,Bulgaria,3,2016554,1.487686419505751
BG32,Severen tsentralen,Bulgaria,1,686334,1.4570165546220937
FI19,Länsi-Suomi,Finland,2,1384761,1.4442925530109527
ITF3,Campania,Italy,8,5609536,1.4261429109288184
RO31,Sud-Muntenia,Romania,4,2841139,1.4078860625967262
CZ02,Střední Čechy,Czechia,2,1439391,1.3894765216678442
DE92,Hannover,Germany,3,2180058,1.3761101768852022
ES21,País Vasco,Spain,3,2216302,1.3536061421232304
FRL0,Provence-Alpes-Côte d’Azur,France,7,5173952,1.3529309896960775
DEA2,Köln,Germany,6,4527594,1.3252071630097575
RO12,Centru,Romania,3,2280856,1.315295660927301
DEB1,Koblenz,Germany,2,1522508,1.3136219973885195
FRG0,Pays de la Loire,France,5,3902115,1.281356392622975
PL71,Łódzkie,Poland,3,2343021,1.280398255073258
PL42,Zachodniopomorskie,Poland,2,1589049,1.2586144291333998
DE91,Braunschweig,Germany,2,1610865,1.241568970708284
ITC4,Lombardia,Italy,12,9976509,1.2028255575171636
CH06,Zentralschweiz,Switzerland,1,841372,1.188534916778785
PL22,Śląskie,Poland,5,4245283,1.1777777830123457
DK02,Sjælland,Denmark,1,849857,1.1766685454141108
ITC1,Piemonte,Italy,5,4251351,1.176096727840162
CH01,Région lémanique,Switzerland,2,1701827,1.1752075857299245
FRK2,Rhône-Alpes,France,8,6827323,1.1717623437473224
ITI2,Umbria,Italy,1,856407,1.1676691105981152
FRB0,Centre — Val de Loire,France,3,2572735,1.166074236172789
FI1B,Helsinki-Uusimaa,Finland,2,1733033,1.1540461145286904
FR10,Ile-de-France,France,14,12388388,1.130090533167027
FRI1,Aquitaine,France,4,3566828,1.1214446000760339
BE22,Prov. Limburg (BE),Belgium,1,898619,1.112818669536255
SK02,Západné Slovensko,Slovakia,2,1806944,1.1068411638656206
DE60,Hamburg,Germany,2,1892122,1.057014294004298
BG34,Yugoiztochen,Bulgaria,1,948410,1.0543963053953458
FRE2,Picardie,France,2,1916353,1.043649056306432
CH02,Espace Mittelland,Switzerland,2,1918746,1.0423474498448466
PL82,Podkarpackie,Poland,2,1962332,1.019195528585377
ES12,Principado de Asturias,Spain,1,1006060,0.9939765023954834
FRE1,Nord-Pas de Calais,France,4,4070111,0.9827741798688046
DE71,Darmstadt,Germany,4,4088107,0.97844797115144
DEA4,Detmold,Germany,2,2085331,0.9590803570272537
ES43,Extremadura,Spain,1,1054306,0.9484912349924974
DED5,Leipzig,Germany,1,1076346,0.9290692769797073
PL91,Warszawski stołeczny,Poland,3,3269510,0.9175686876626772
CZ04,Severozápad,Czechia,1,1105932,0.9042147256793365
SI03,Vzhodna Slovenija,Slovenia,1,1107885,0.9026207593748449
BE33,Prov. Liège,Belgium,1,1122360,0.8909797213015431
FI1C,Etelä-Suomi,Finland,1,1144473,0.8737646060675962
CZ08,Moravskoslezsko,Czechia,1,1189674,0.84056640726787335
DEA5,Arnsberg,Germany,3,3600754,0.8331588328444542
BE25,Prov. West-Vlaanderen,Belgium,1,1222004,0.8183279269134962
BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Belgium,1,1253178,0.7979712379247003
DE94,Weser-Ems,Germany,2,2592162,0.7715567159768564
HR03,Jadranska Hrvatska,Croatia,1,1297987,0.7704237407616563
SK03,Stredné Slovensko,Slovakia,1,1305883,0.7657653863324663
FRF2,Champagne-Ardenne,France,1,1311569,0.7624455899765853
FRK1,Auvergne,France,1,1368219,0.7308771475911385
FRJ1,Languedoc-Roussillon,France,2,2941209,0.6799924792831791
DEF0,Schleswig-Holstein,Germany,2,2953270,0.6772154256129647
AT31,Oberösterreich,Austria,1,1522825,0.6566742731436639
CZ05,Severovýchod,Czechia,1,1533205,0.6522285017332973
RO42,Vest,Romania,1,1671460,0.5982793485934452
CZ06,Jihovýchod,Czechia,1,1731977,0.5773748727610124
IE05,Southern,Ireland,1,1741180,0.5743231601557565
DE93,Lüneburg,Germany,1,1757157,0.5691011104869969
EL52,Kentriki Makedonia,Greece,1,1782630,0.5609689054935685
RS21,Region Šumadije i Zapadne Srbije,Serbia,1,1816449,0.5505246775439332
FRI3,Poitou-Charentes,France,1,1834080,0.5452324871325133
ITF6,Calabria,Italy,1,1846610,0.5415328629217864
DE14,Tübingen,Germany,1,1903319,0.5253980021215572
BE21,Prov. Antwerpen,Belgium,1,1915921,0.521942188639302
DE27,Schwaben,Germany,1,1945978,0.5138804241363468
ITF4,Puglia,Italy,2,3907683,0.5118122427023891
AT13,Wien,Austria,1,1982097,0.5045161765544269
DEB3,Rheinhessen-Pfalz,Germany,1,2090077,0.47845127236939117
NL22,Gelderland,Netherlands,1,2133708,0.46866769023690213
ES61,Andalucía,Spain,4,8584147,0.46597524483213065
ITH5,Emilia-Romagna,Italy,2,4437578,0.45069630325371185
ES30,Comunidad de Madrid,Spain,3,6871903,0.4365602948702855
FRF3,Lorraine,France,1,2320856,0.43087550455521584
TR72,"Kayseri, Sivas, Yozgat",Turkey,1,2494889,0.4008194352534321
ES52,Comunitat Valenciana ,Spain,2,5216195,0.3834212486304672
PL51,Dolnośląskie,Poland,1,2813919,0.3553762563883324
DE12,Karlsruhe,Germany,1,2848400,0.35107428731919677
FRJ2,Midi-Pyrénées,France,1,3168890,0.3155679117924573
PL21,Małopolskie,Poland,1,3319305,0.3012678858978009
PL41,Wielkopolskie,Poland,1,3444228,0.29034082528798905
PT11,Norte,Portugal,1,3640294,0.2747030871682342
DE11,Stuttgart,Germany,1,4205849,0.237764123248362
ITG1,Sicilia,Italy,1,4814016,0.20772677116154162
ITI4,Lazio,Italy,1,5720536,0.17480879414096862
NL36,Zuid-Holland,Netherlands,19,NA,NA
UA13,Kharkivska Oblast,Ukraine,6,NA,NA
UA42,Odeska Oblast,Ukraine,6,NA,NA
UA44,Avtonomna Respublika Krym,Ukraine,5,NA,NA
NL35,Utrecht,Netherlands,5,NA,NA
UA32,Zaporizka Oblast,Ukraine,5,NA,NA
UA63,M. Kyiv,Ukraine,4,NA,NA
UA73,Lvivska Oblast,Ukraine,3,NA,NA
UA21,Donetska Oblast,Ukraine,2,NA,NA
UA33,Kirovohradska Oblast,Ukraine,2,NA,NA
UA22,Luhanska Oblast,Ukraine,2,NA,NA
UA62,Cherkaska Oblast,Ukraine,1,NA,NA
UA74,Chernivetska Oblast,Ukraine,1,NA,NA
UA31,Dnipropetrovska Oblast,Ukraine,1,NA,NA
UA72,Ivano-Frankivska Oblast,Ukraine,1,NA,NA
UA43,Khersonska Oblast,Ukraine,1,NA,NA
UA61,Kyivska Oblast,Ukraine,1,NA,NA
UA41,Mykolaivska Oblast,Ukraine,1,NA,NA
