nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
HU11,Budapest,Hungary,25,1671004,14.961065323601858
NO06,Trøndelag/Trööndelage,Norway,4,478470,8.359980772044224
ITC2,Valle d’Aosta/Vallée d’Aoste,Italy,1,123130,8.121497604158208
HR03,Jadranska Hrvatska,Croatia,10,1297987,7.704237407616564
BG42,Yuzhen tsentralen,Bulgaria,10,1301026,7.6862414740366445
DK04,Midtjylland,Denmark,10,1358879,7.359006946166657
FRY1,Guadeloupe,France,3,410013,7.31684117332865
BG32,Severen tsentralen,Bulgaria,5,686334,7.285082773110469
DE80,Mecklenburg-Vorpommern,Germany,11,1628378,6.75518829166201
HR05,Grad Zagreb,Croatia,5,768624,6.505131247528051
HU22,Nyugat-Dunántúl,Hungary,6,982924,6.104235932788293
NL12,Friesland (NL),Netherlands,4,659551,6.064731916106563
RO22,Sud-Est,Romania,14,2353162,5.949441644901626
SE12,Östra Mellansverige,Sweden,10,1763645,5.670075326950719
DEE0,Sachsen-Anhalt,Germany,12,2186643,5.487864274140772
DE40,Brandenburg,Germany,14,2573135,5.440833846650098
SE32,Mellersta Norrland,Sweden,2,375935,5.320068628885313
DK01,Hovedstaden,Denmark,10,1891871,5.285772655746612
NL32,Noord-Holland,Netherlands,15,2952622,5.080230385061142
NO08,Oslo og Viken,Norway,10,2001278,4.996807040301248
NL41,Noord-Brabant,Netherlands,13,2626210,4.950099192372278
AT34,Vorarlberg,Austria,2,406395,4.921320390260707
SE23,Västsverige,Sweden,10,2101461,4.7585941399816605
DED5,Leipzig,Germany,5,1076346,4.645346384898536
RS12,Autonomous Province of Vojvodina,Serbia,8,1738651,4.601268454681244
NL21,Overijssel,Netherlands,5,1184333,4.221785595774161
ITH1,Provincia Autonoma di Bolzano/Bozen,Italy,2,534147,3.74428762119791
AL03,Jug,Albania,3,812778,3.691044787137447
FRE2,Picardie,France,7,1916353,3.6527716970725126
NO0A,Vestlandet,Norway,5,1406920,3.553862337588491
NL42,Limburg (NL),Netherlands,4,1128367,3.544945926281077
BG41,Yugozapaden,Bulgaria,7,2016554,3.4712683121800856
DE30,Berlin,Germany,13,3755251,3.4618191966395853
