nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
DED5,Leipzig,Germany,22,1076346,20.43952409355356
NO06,Trøndelag/Trööndelage,Norway,8,478470,16.71996154408845
BG42,Yuzhen tsentralen,Bulgaria,20,1301026,15.372482948073289
DE80,Mecklenburg-Vorpommern,Germany,25,1628378,15.352700662868203
HU11,Budapest,Hungary,25,1671004,14.961065323601858
DE40,Brandenburg,Germany,38,2573135,14.76797758376455
DEG0,Thüringen,Germany,23,2126846,10.814135108982972
DED4,Chemnitz,Germany,15,1411556,10.626570961407127
DEE0,Sachsen-Anhalt,Germany,21,2186643,9.60376247974635
DE30,Berlin,Germany,26,3755251,6.9236383932791705
DED2,Dresden,Germany,11,1598250,6.882527764742687
RO42,Vest,Romania,10,1671460,5.982793485934453
NO08,Oslo og Viken,Norway,11,2001278,5.496487744331372
RO21,Nord-Est,Romania,17,3224213,5.272604508449039
BG41,Yugozapaden,Bulgaria,10,2016554,4.958954731685837
ME00,Crna Gora,Montenegro,3,616695,4.864641354316153
HU31,Észak-Magyarország,Hungary,5,1093790,4.571261393869024
DE26,Unterfranken,Germany,6,1334376,4.496483749707728
LT02,Vidurio ir vakarų Lietuvos regionas ,Lithuania,9,2008555,4.480833235833721
BG31,Severozapaden,Bulgaria,3,671502,4.467596522422867
NO09,Agder og Sør-Østlandet,Norway,3,745152,4.026024220561711
HR05,Grad Zagreb,Croatia,3,768624,3.90307874851683
MT00,Malta,Malta,2,542051,3.689689715543371
EE00,Eesti,Estonia,5,1365884,3.6606329673676536
BG33,Severoiztochen,Bulgaria,3,823884,3.641289307718077
UKI3,Inner London — West,United Kingdom,4,1190513,3.3598961120122164
DE60,Hamburg,Germany,6,1892122,3.1710428820128933
BG34,Yugoiztochen,Bulgaria,3,948410,3.1631889161860376
DE11,Stuttgart,Germany,13,4205849,3.090933602228706
HR03,Jadranska Hrvatska,Croatia,4,1297987,3.0816949630466253
HU22,Nyugat-Dunántúl,Hungary,3,982924,3.0521179663941465
DEA1,Düsseldorf,Germany,16,5261157,3.0411561563359544
NL12,Friesland (NL),Netherlands,2,659551,3.0323659580532816
BG32,Severen tsentralen,Bulgaria,2,686334,2.9140331092441873
RS12,Autonomous Province of Vojvodina,Serbia,5,1738651,2.8757927841757778
SE23,Västsverige,Sweden,6,2101461,2.855156483988996
FRY2,Martinique ,France,1,353444,2.829302520342685
RO31,Sud-Muntenia,Romania,8,2841139,2.8157721251934524
NL42,Limburg (NL),Netherlands,3,1128367,2.6587094447108077
RO32,Bucureşti-Ilfov,Romania,6,2290125,2.619944326183069
IS00,Ísland,Iceland,1,387758,2.578928094326874
HU33,Dél-Alföld,Hungary,3,1200150,2.499687539057618
DEA5,Arnsberg,Germany,9,3600754,2.499476498533363
RS11,City of Belgrade,Serbia,4,1683033,2.376661657852223
RO11,Nord-Vest,Romania,6,2531913,2.3697496714934516
LT01,Sostinės regionas,Lithuania,2,848724,2.3564786667986293
DK02,Sjælland,Denmark,2,849857,2.3533370908282216
DE93,Lüneburg,Germany,4,1757157,2.2764044419479874
SE21,Småland med öarna,Sweden,2,882332,2.2667204634990004
DEA3,Münster,Germany,6,2664280,2.252015553920759
PL52,Opolskie,Poland,2,896370,2.231221482200431
LV00,Latvija,Latvia,4,1883008,2.124260757256475
UKM9,Southern Scotland,United Kingdom,2,947186,2.111517695574048
PL43,Lubuskie,Poland,2,952793,2.0990918279206503
UKI4,Inner London — East,United Kingdom,5,2430890,2.056859833229805
DEC0,Saarland,Germany,2,992666,2.0147763698968233
HR02,Panonska Hrvatska,Croatia,2,999106,2.0017895999023128
SI04,Zahodna Slovenija,Slovenia,2,1009087,1.981989659959944
DEA4,Detmold,Germany,4,2085331,1.9181607140545074
SE33,Övre Norrland,Sweden,1,525472,1.9030509713172157
NL22,Gelderland,Netherlands,4,2133708,1.8746707609476085
SI03,Vzhodna Slovenija,Slovenia,2,1107885,1.8052415187496897
DE71,Darmstadt,Germany,7,4088107,1.7122839495150202
DK05,Nordjylland,Denmark,1,594634,1.6817067305266769
SK02,Západné Slovensko,Slovakia,3,1806944,1.660261745798431
CH05,Ostschweiz,Switzerland,2,1217015,1.643365118753672
FRF2,Champagne-Ardenne,France,2,1311569,1.5248911799531706
HU12,Pest,Hungary,2,1328790,1.5051287261343027
UKM7,Eastern Scotland,United Kingdom,3,1998699,1.5009763851385327
CZ01,Praha,Czechia,2,1357326,1.4734853675535575
DEB3,Rheinhessen-Pfalz,Germany,3,2090077,1.4353538171081734
RS22,Region Južne i Istočne Srbije,Serbia,2,1403064,1.425451725651859
UKE3,South Yorkshire,United Kingdom,2,1404971,1.423516926683896
DE12,Karlsruhe,Germany,4,2848400,1.404297149276787
CH04,Zürich,Switzerland,2,1579967,1.2658492234331478
DE21,Oberbayern,Germany,6,4801769,1.2495394926328192
ITF3,Campania,Italy,7,5609536,1.247875047062716
SE11,Stockholm,Sweden,3,2440027,1.229494591658207
SE31,Norra Mellansverige,Sweden,1,859620,1.1633047160373189
SE12,Östra Mellansverige,Sweden,2,1763645,1.1340150653901437
RS21,Region Šumadije i Zapadne Srbije,Serbia,2,1816449,1.1010493550878664
ITF6,Calabria,Italy,2,1846610,1.0830657258435727
FRD2,Haute-Normandie ,France,2,1854083,1.0787003602319853
CH02,Espace Mittelland,Switzerland,2,1918746,1.0423474498448466
ITH3,Veneto,Italy,5,4849553,1.0310228592202209
PL61,Kujawsko-pomorskie,Poland,2,1943197,1.02923172483284
DE27,Schwaben,Germany,2,1945978,1.0277608482726937
UKG3,West Midlands,United Kingdom,3,2928377,1.0244582579360513
NL32,Noord-Holland,Netherlands,3,2952622,1.0160460770122284
DEF0,Schleswig-Holstein,Germany,3,2953270,1.015823138419447
HU21,Közép-Dunántúl,Hungary,1,1059399,0.9439314177189142
PL22,Śląskie,Poland,4,4245283,0.9422222264098765
PL91,Warszawski stołeczny,Poland,3,3269510,0.9175686876626772
CZ04,Severozápad,Czechia,1,1105932,0.9042147256793365
RO12,Centru,Romania,2,2280856,0.876863773951534
FI1C,Etelä-Suomi,Finland,1,1144473,0.8737646060675962
PL63,Pomorskie,Poland,2,2295745,0.8711768946464001
DE13,Freiburg,Germany,2,2322689,0.8610709397599076
UKL2,East Wales,United Kingdom,1,1168000,0.8561643835616438
RO22,Sud-Est,Romania,2,2353162,0.8499202349859466
FRI1,Aquitaine,France,3,3566828,0.8410834500570255
UKC1,Tees Valley and Durham,United Kingdom,1,1201543,0.8322631815923358
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",United Kingdom,2,2417428,0.8273255708132776
CZ07,Střední Morava,Czechia,1,1212333,0.8248558770568812
BE25,Prov. West-Vlaanderen,Belgium,1,1222004,0.8183279269134962
FI1D,Pohjois- ja Itä-Suomi,Finland,1,1271344,0.7865691740394417
PL62,Warmińsko-mazurskie,Poland,1,1303380,0.76723595574583
SK03,Stredné Slovensko,Slovakia,1,1305883,0.7657653863324663
UKG1,"Herefordshire, Worcestershire and Warwickshire",United Kingdom,1,1352539,0.7393502146703348
FI19,Länsi-Suomi,Finland,1,1384761,0.7221462765054764
NL31,Utrecht,Netherlands,1,1387643,0.7206464486903332
HU32,Észak-Alföld,Hungary,1,1405012,0.7117376933435444
CZ02,Střední Čechy,Czechia,1,1439391,0.6947382608339221
UKJ2,"Surrey, East and West Sussex",United Kingdom,2,2909838,0.6873234867370623
ITC3,Liguria,Italy,1,1507636,0.6632900779763816
UKM8,West Central Scotland,United Kingdom,1,1541998,0.6485092717370581
FR10,Ile-de-France,France,8,12388388,0.6457660189525869
UKD7,Merseyside,United Kingdom,1,1553324,0.6437806922445027
PL42,Zachodniopomorskie,Poland,1,1589049,0.6293072145666999
DE91,Braunschweig,Germany,1,1610865,0.620784485354142
UKG2,Shropshire and Staffordshire,United Kingdom,1,1626956,0.6146447722003545
FRK2,Rhône-Alpes,France,4,6827323,0.5858811718736612
PL41,Wielkopolskie,Poland,2,3444228,0.5806816505759781
CZ06,Jihovýchod,Czechia,1,1731977,0.5773748727610124
FI1B,Helsinki-Uusimaa,Finland,1,1733033,0.5770230572643452
MK00,Severna Makedonija ,North Macedonia,1,1829954,0.5464618236305393
RO41,Sud-Vest Oltenia,Romania,1,1861680,0.5371492415452709
DK01,Hovedstaden,Denmark,1,1891871,0.5285772655746612
DE14,Tübingen,Germany,1,1903319,0.5253980021215572
BE21,Prov. Antwerpen,Belgium,1,1915921,0.521942188639302
FRE2,Picardie,France,1,1916353,0.521824528153216
FRF1,Alsace,France,1,1932857,0.5173688482903805
PL81,Lubelskie,Poland,1,1948400,0.5132416341613631
AT13,Wien,Austria,1,1982097,0.5045161765544269
FRE1,Nord-Pas de Calais,France,2,4070111,0.4913870899344023
DE92,Hannover,Germany,1,2180058,0.4587033922950674
DEA2,Köln,Germany,2,4527594,0.4417357210032525
ES30,Comunidad de Madrid,Spain,3,6871903,0.4365602948702855
UKE4,West Yorkshire,United Kingdom,1,2324560,0.4301889389820009
PL71,Łódzkie,Poland,1,2343021,0.42679941835775265
TR72,"Kayseri, Sivas, Yozgat",Turkey,1,2494889,0.4008194352534321
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",United Kingdom,1,2516568,0.3973665722523691
DE94,Weser-Ems,Germany,1,2592162,0.3857783579884282
NL41,Noord-Brabant,Netherlands,1,2626210,0.3807768609517137
UKD3,Greater Manchester,United Kingdom,1,2822003,0.3543582342045703
PT11,Norte,Portugal,1,3640294,0.2747030871682342
ITI1,Toscana,Italy,1,3661981,0.27307623933603153
NL33,Zuid-Holland,Netherlands,1,3804906,0.262818582114775
