nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
ITI3,Marche,Italy,2,1484298,1.347438317642414
HR05,Grad Zagreb,Croatia,1,768624,1.30102624950561
DE13,Freiburg,Germany,3,2322689,1.2916064096398614
ITH3,Veneto,Italy,6,4849553,1.237227431064265
BG33,Severoiztochen,Bulgaria,1,823884,1.2137631025726923
DE93,Lüneburg,Germany,2,1757157,1.1382022209739937
FRY4,La Réunion ,France,1,880766,1.1353753437348852
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",Turkey,3,2690038,1.1152258815674723
DE12,Karlsruhe,Germany,3,2848400,1.0532228619575903
PL61,Kujawsko-pomorskie,Poland,2,1943197,1.02923172483284
FRK2,Rhône-Alpes,France,7,6827323,1.025292050778907
FRJ1,Languedoc-Roussillon,France,3,2941209,1.0199887189247687
PL82,Podkarpackie,Poland,2,1962332,1.019195528585377
DEC0,Saarland,Germany,1,992666,1.0073881849484116
DEB3,Rheinhessen-Pfalz,Germany,2,2090077,0.9569025447387823
FRJ2,Midi-Pyrénées,France,3,3168890,0.9467037353773718
HU21,Közép-Dunántúl,Hungary,1,1059399,0.9439314177189142
TRA2,"Ağrı, Kars, Iğdır, Ardahan",Turkey,1,1081530,0.9246160531839154
CZ04,Severozápad,Czechia,1,1105932,0.9042147256793365
NL42,Limburg (NL),Netherlands,1,1128367,0.8862364815702692
ES51,Cataluña,Spain,7,7901963,0.8858558310131294
BE24,Prov. Vlaams-Brabant,Belgium,1,1188079,0.841694870458951
ES41,Castilla y León,Spain,2,2383703,0.8390307013919099
DE21,Oberbayern,Germany,4,4801769,0.8330263284218795
ES53,Illes Balears,Spain,1,1209906,0.826510489244619
FR10,Ile-de-France,France,10,12388388,0.8072075236907336
ITC4,Lombardia,Italy,8,9976509,0.8018837050114423
BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Belgium,1,1253178,0.7979712379247003
CZ03,Jihozápad,Czechia,1,1257691,0.7951078603567967
FRB0,Centre — Val de Loire,France,2,2572735,0.77738282411519255
DE94,Weser-Ems,Germany,2,2592162,0.7715567159768564
DE26,Unterfranken,Germany,1,1334376,0.7494139582846214
ES24,Aragón,Spain,1,1341289,0.7455514807025182
FI19,Länsi-Suomi,Finland,1,1384761,0.7221462765054764
PL51,Dolnośląskie,Poland,2,2813919,0.7107525127766648
DED4,Chemnitz,Germany,1,1411556,0.7084380640938085
PL22,Śląskie,Poland,3,4245283,0.7066666698074074
CZ02,Střední Čechy,Czechia,1,1439391,0.6947382608339221
ITH5,Emilia-Romagna,Italy,3,4437578,0.6760444548805677
DEB1,Koblenz,Germany,1,1522508,0.6568109986942597
CZ05,Severovýchod,Czechia,1,1533205,0.6522285017332973
ES62,Región de Murcia,Spain,1,1551692,0.6444577918813785
CH04,Zürich,Switzerland,1,1579967,0.6329246117165739
PL42,Zachodniopomorskie,Poland,1,1589049,0.6293072145666999
PL91,Warszawski stołeczny,Poland,2,3269510,0.6117124584417849
RS11,City of Belgrade,Serbia,1,1683033,0.5941654144630557
CH01,Région lémanique,Switzerland,1,1701827,0.5876037928649622
FRH0,Bretagne,France,2,3432901,0.5825976338962294
AT12,Niederösterreich,Austria,1,1718373,0.5819458289905626
FRL0,Provence-Alpes-Côte d’Azur,France,3,5173952,0.5798275670126046
CZ06,Jihovýchod,Czechia,1,1731977,0.5773748727610124
RS12,Autonomous Province of Vojvodina,Serbia,1,1738651,0.5751585568351555
ES52,Comunitat Valenciana ,Spain,3,5216195,0.5751318729457008
DEA5,Arnsberg,Germany,2,3600754,0.5554392218963028
DE25,Mittelfranken,Germany,1,1805791,0.5537739417241531
SK02,Západné Slovensko,Slovakia,1,1806944,0.5534205819328103
RS21,Region Šumadije i Zapadne Srbije,Serbia,1,1816449,0.5505246775439332
ITI1,Toscana,Italy,2,3661981,0.5461524786720631
ITF6,Calabria,Italy,1,1846610,0.5415328629217864
RO41,Sud-Vest Oltenia,Romania,1,1861680,0.5371492415452709
ITF3,Campania,Italy,3,5609536,0.5348035915983069
BE21,Prov. Antwerpen,Belgium,1,1915921,0.521942188639302
FRE2,Picardie,France,1,1916353,0.521824528153216
DE27,Schwaben,Germany,1,1945978,0.5138804241363468
FRG0,Pays de la Loire,France,2,3902115,0.5125425570491899
AT13,Wien,Austria,1,1982097,0.5045161765544269
LT02,Vidurio ir vakarų Lietuvos regionas ,Lithuania,1,2008555,0.49787035953708014
DE92,Hannover,Germany,1,2180058,0.4587033922950674
DEA2,Köln,Germany,2,4527594,0.4417357210032525
RO12,Centru,Romania,1,2280856,0.438431886975767
PL63,Pomorskie,Poland,1,2295745,0.43558844732320007
FRF3,Lorraine,France,1,2320856,0.43087550455521584
PL71,Łódzkie,Poland,1,2343021,0.42679941835775265
TR72,"Kayseri, Sivas, Yozgat",Turkey,1,2494889,0.4008194352534321
IE06,Eastern and Midland,Ireland,1,2600007,0.3846143491152139
PL41,Wielkopolskie,Poland,1,3444228,0.29034082528798905
FRI1,Aquitaine,France,1,3566828,0.28036115001900846
DE71,Darmstadt,Germany,1,4088107,0.24461199278786
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Turkey,1,4181440,0.23915206244738654
ES61,Andalucía,Spain,1,8584147,0.11649381120803266
UA33,Kirovohradska Oblast,Ukraine,5,NA,NA
UA63,M. Kyiv,Ukraine,5,NA,NA
UA42,Odeska Oblast,Ukraine,5,NA,NA
UA43,Khersonska Oblast,Ukraine,4,NA,NA
UA31,Dnipropetrovska Oblast,Ukraine,3,NA,NA
UA22,Luhanska Oblast,Ukraine,3,NA,NA
UA21,Donetska Oblast,Ukraine,2,NA,NA
UA61,Kyivska Oblast,Ukraine,2,NA,NA
UA73,Lvivska Oblast,Ukraine,2,NA,NA
NL35,Utrecht,Netherlands,2,NA,NA
NL36,Zuid-Holland,Netherlands,2,NA,NA
UA13,Kharkivska Oblast,Ukraine,1,NA,NA
UA32,Zaporizka Oblast,Ukraine,1,NA,NA
