nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
HU11,Budapest,Hungary,31,1671004,18.551721001266305
HU32,Észak-Alföld,Hungary,17,1405012,12.099540786840254
DK01,Hovedstaden,Denmark,21,1891871,11.100122577067888
DK02,Sjælland,Denmark,9,849857,10.590016908726996
SE12,Östra Mellansverige,Sweden,17,1763645,9.639128055816222
SE33,Övre Norrland,Sweden,5,525472,9.515254856586079
HR05,Grad Zagreb,Croatia,7,768624,9.10718374653927
SE23,Västsverige,Sweden,17,2101461,8.089610037968823
NO0A,Vestlandet,Norway,10,1406920,7.107724675176982
FI1D,Pohjois- ja Itä-Suomi,Finland,9,1271344,7.079122566354976
SE31,Norra Mellansverige,Sweden,6,859620,6.979828296223913
SE11,Stockholm,Sweden,17,2440027,6.967136019396507
DK03,Syddanmark,Denmark,8,1237413,6.465100980836633
SE22,Sydsverige,Sweden,10,1573064,6.357020439092116
DK04,Midtjylland,Denmark,8,1358879,5.887205556933325
CH04,Zürich,Switzerland,9,1579967,5.6963215054491645
SE32,Mellersta Norrland,Sweden,2,375935,5.320068628885313
ITH4,Friuli-Venezia Giulia,Italy,6,1194248,5.024082100200293
HU33,Dél-Alföld,Hungary,6,1200150,4.999375078115236
FI1B,Helsinki-Uusimaa,Finland,8,1733033,4.616184458114762
CZ08,Moravskoslezsko,Czechia,5,1189674,4.202832036339367
NL32,Noord-Holland,Netherlands,12,2952622,4.0641843080489135
CH02,Espace Mittelland,Switzerland,7,1918746,3.648216074456963
FI19,Länsi-Suomi,Finland,5,1384761,3.6107313825273817
CZ06,Jihovýchod,Czechia,6,1731977,3.464249236566075
SE21,Småland med öarna,Sweden,3,882332,3.4000806952485005
HU22,Nyugat-Dunántúl,Hungary,3,982924,3.0521179663941465
CZ01,Praha,Czechia,4,1357326,2.946970735107115
HU31,Észak-Magyarország,Hungary,3,1093790,2.7427568363214143
NO09,Agder og Sør-Østlandet,Norway,2,745152,2.6840161470411408
BE31,Prov. Brabant wallon,Belgium,1,413959,2.415698173007472
CH06,Zentralschweiz,Switzerland,2,841372,2.37706983355757
BE21,Prov. Antwerpen,Belgium,4,1915921,2.087768754557208
FR10,Ile-de-France,France,25,12388388,2.018018809226834
NO08,Oslo og Viken,Norway,4,2001278,1.998722816120499
NL13,Drenthe,Netherlands,1,502051,1.991829515328124
ITC4,Lombardia,Italy,19,9976509,1.9044737994021756
ITG2,Sardegna,Italy,3,1578146,1.9009648030030175
NL42,Limburg (NL),Netherlands,2,1128367,1.7724729631405385
FI1C,Etelä-Suomi,Finland,2,1144473,1.7475292121351924
BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Belgium,2,1253178,1.5959424758494005
CZ03,Jihozápad,Czechia,2,1257691,1.5902157207135934
ITF1,Abruzzo,Italy,2,1272627,1.5715523873059427
FRB0,Centre — Val de Loire,France,4,2572735,1.554765648230385
PL62,Warmińsko-mazurskie,Poland,2,1303380,1.53447191149166
AT13,Wien,Austria,3,1982097,1.513548529663281
FRE1,Nord-Pas de Calais,France,6,4070111,1.4741612698032067
DE50,Bremen,Germany,1,684864,1.4601439117839454
ITC1,Piemonte,Italy,6,4251351,1.4113160734081942
CZ02,Střední Čechy,Czechia,2,1439391,1.3894765216678442
FRI2,Limousin,France,1,724181,1.3808702520502472
FRJ1,Languedoc-Roussillon,France,4,2941209,1.3599849585663581
FRD1,Basse-Normandie ,France,2,1472492,1.358241674657655
ITC3,Liguria,Italy,2,1507636,1.3265801559527632
FRJ2,Midi-Pyrénées,France,4,3168890,1.2622716471698292
TR72,"Kayseri, Sivas, Yozgat",Turkey,3,2494889,1.2024583057602964
RS11,City of Belgrade,Serbia,2,1683033,1.1883308289261114
ITI2,Umbria,Italy,1,856407,1.1676691105981152
HU23,Dél-Dunántúl,Hungary,1,858675,1.1645849710309488
RS12,Autonomous Province of Vojvodina,Serbia,2,1738651,1.150317113670311
BE22,Prov. Limburg (BE),Belgium,1,898619,1.112818669536255
FRE2,Picardie,France,2,1916353,1.043649056306432
FRF1,Alsace,France,2,1932857,1.034737696580761
HR02,Panonska Hrvatska,Croatia,1,999106,1.0008947999511564
HU21,Közép-Dunántúl,Hungary,1,1059399,0.9439314177189142
TRA1,"Erzurum, Erzincan, Bayburt",Turkey,1,1073218,0.9317771412704595
ITH5,Emilia-Romagna,Italy,4,4437578,0.9013926065074237
BE33,Prov. Liège,Belgium,1,1122360,0.8909797213015431
FRC2,Franche-Comté,France,1,1179388,0.8478973840669907
ES41,Castilla y León,Spain,2,2383703,0.8390307013919099
ITH3,Veneto,Italy,4,4849553,0.8248182873761767
ITI1,Toscana,Italy,3,3661981,0.8192287180080946
BE25,Prov. West-Vlaanderen,Belgium,1,1222004,0.8183279269134962
FRG0,Pays de la Loire,France,3,3902115,0.768813835573785
FRF2,Champagne-Ardenne,France,1,1311569,0.7624455899765853
NL41,Noord-Brabant,Netherlands,2,2626210,0.7615537219034274
HU12,Pest,Hungary,1,1328790,0.7525643630671514
RS22,Region Južne i Istočne Srbije,Serbia,1,1403064,0.7127258628259295
TR83,"Samsun, Tokat, Çorum, Amasya",Turkey,2,2827339,0.7073789170665421
CZ05,Severovýchod,Czechia,1,1533205,0.6522285017332973
SK04,Východné Slovensko,Slovakia,1,1587595,0.6298835660228207
CH01,Région lémanique,Switzerland,1,1701827,0.5876037928649622
ES30,Comunidad de Madrid,Spain,4,6871903,0.5820803931603807
FRL0,Provence-Alpes-Côte d’Azur,France,3,5173952,0.5798275670126046
FRI1,Aquitaine,France,2,3566828,0.5607223000380169
RS21,Region Šumadije i Zapadne Srbije,Serbia,1,1816449,0.5505246775439332
ITF6,Calabria,Italy,1,1846610,0.5415328629217864
FRD2,Haute-Normandie ,France,1,1854083,0.5393501801159927
DE30,Berlin,Germany,2,3755251,0.5325875687137824
ITF4,Puglia,Italy,2,3907683,0.5118122427023891
RO12,Centru,Romania,1,2280856,0.438431886975767
FRF3,Lorraine,France,1,2320856,0.43087550455521584
IE06,Eastern and Midland,Ireland,1,2600007,0.3846143491152139
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",Turkey,1,2690038,0.37174196052249076
ITF3,Campania,Italy,2,5609536,0.3565357277322046
ITI4,Lazio,Italy,2,5720536,0.34961758828193723
TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",Turkey,1,3171989,0.3152596052508379
