nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
HU11,Budapest,Hungary,41,1671004,24.536147130707047
LV00,Latvija,Latvia,11,1883008,5.841717082455306
HU33,Dél-Alföld,Hungary,7,1200150,5.832604257801108
DK04,Midtjylland,Denmark,7,1358879,5.1513048623166595
DEC0,Saarland,Germany,5,992666,5.036940924742058
HU31,Észak-Magyarország,Hungary,5,1093790,4.571261393869024
CH04,Zürich,Switzerland,7,1579967,4.430472282016017
BG34,Yugoiztochen,Bulgaria,4,948410,4.217585221581383
DED5,Leipzig,Germany,4,1076346,3.7162771079188293
DK01,Hovedstaden,Denmark,7,1891871,3.7000408590226286
CZ01,Praha,Czechia,5,1357326,3.683713418883894
FI19,Länsi-Suomi,Finland,5,1384761,3.6107313825273817
PL72,Świętokrzyskie,Poland,4,1133097,3.5301479043718236
DK05,Nordjylland,Denmark,2,594634,3.3634134610533537
CZ03,Jihozápad,Czechia,4,1257691,3.180431441427187
PL62,Warmińsko-mazurskie,Poland,4,1303380,3.06894382298332
HU32,Észak-Alföld,Hungary,4,1405012,2.8469507733741777
HU21,Közép-Dunántúl,Hungary,3,1059399,2.8317942531567426
ITI3,Marche,Italy,4,1484298,2.694876635284828
CZ08,Moravskoslezsko,Czechia,3,1189674,2.5216992218036203
ITH4,Friuli-Venezia Giulia,Italy,3,1194248,2.5120410501001467
DED2,Dresden,Germany,4,1598250,2.502737368997341
AT34,Vorarlberg,Austria,1,406395,2.4606601951303535
DK03,Syddanmark,Denmark,3,1237413,2.424412867813737
DEG0,Thüringen,Germany,5,2126846,2.3508989367354287
ITC4,Lombardia,Italy,23,9976509,2.3054156519078965
ITH3,Veneto,Italy,11,4849553,2.268250290284486
DE30,Berlin,Germany,8,3755251,2.1303502748551297
CZ02,Střední Čechy,Czechia,3,1439391,2.0842147825017663
HU22,Nyugat-Dunántúl,Hungary,2,982924,2.034745310929431
DEA3,Münster,Germany,5,2664280,1.8766796282672993
PL84,Podlaskie,Poland,2,1083854,1.8452669824533563
CZ04,Severozápad,Czechia,2,1105932,1.808429451358673
AT21,Kärnten,Austria,1,568984,1.7575186648482206
RO32,Bucureşti-Ilfov,Romania,4,2290125,1.7466295507887124
CZ06,Jihovýchod,Czechia,3,1731977,1.7321246182830374
RS12,Autonomous Province of Vojvodina,Serbia,3,1738651,1.7254756705054666
SE12,Östra Mellansverige,Sweden,3,1763645,1.7010225980852156
DEF0,Schleswig-Holstein,Germany,5,2953270,1.6930385640324115
DE40,Brandenburg,Germany,4,2573135,1.5545239561857422
PL61,Kujawsko-pomorskie,Poland,3,1943197,1.5438475872492599
HR03,Jadranska Hrvatska,Croatia,2,1297987,1.5408474815233126
BG42,Yuzhen tsentralen,Bulgaria,2,1301026,1.537248294807329
PL91,Warszawski stołeczny,Poland,5,3269510,1.5292811461044622
LT02,Vidurio ir vakarų Lietuvos regionas ,Lithuania,3,2008555,1.4936110786112404
EE00,Eesti,Estonia,2,1365884,1.4642531869470614
DEB3,Rheinhessen-Pfalz,Germany,3,2090077,1.4353538171081734
DED4,Chemnitz,Germany,2,1411556,1.416876128187617
DE92,Hannover,Germany,3,2180058,1.3761101768852022
SK01,Bratislavský kraj,Slovakia,1,728370,1.372928593983827
PL92,Mazowiecki regionalny,Poland,3,2210253,1.3573106789132285
ES21,País Vasco,Spain,3,2216302,1.3536061421232304
ITC3,Liguria,Italy,2,1507636,1.3265801559527632
AT31,Oberösterreich,Austria,2,1522825,1.3133485462873278
HR06,Sjeverna Hrvatska,Croatia,1,785177,1.2735981823206741
ITG2,Sardegna,Italy,2,1578146,1.2673098686686783
ITF3,Campania,Italy,7,5609536,1.247875047062716
DE80,Mecklenburg-Vorpommern,Germany,2,1628378,1.2282160530294564
ITI4,Lazio,Italy,7,5720536,1.2236615589867803
BG33,Severoiztochen,Bulgaria,1,823884,1.2137631025726923
RO42,Vest,Romania,2,1671460,1.1965586971868905
RS11,City of Belgrade,Serbia,2,1683033,1.1883308289261114
RO11,Nord-Vest,Romania,3,2531913,1.1848748357467258
DK02,Sjælland,Denmark,1,849857,1.1766685454141108
CH01,Région lémanique,Switzerland,2,1701827,1.1752075857299245
DEA1,Düsseldorf,Germany,6,5261157,1.1404335586259828
ES51,Cataluña,Spain,9,7901963,1.1389574970168805
SE21,Småland med öarna,Sweden,1,882332,1.1333602317495002
TR83,"Samsun, Tokat, Çorum, Amasya",Turkey,3,2827339,1.0610683755998132
RO31,Sud-Muntenia,Romania,3,2841139,1.0559145469475446
DE12,Karlsruhe,Germany,3,2848400,1.0532228619575903
PL43,Lubuskie,Poland,1,952793,1.0495459139603251
BE21,Prov. Antwerpen,Belgium,2,1915921,1.043884377278604
PL82,Podkarpackie,Poland,2,1962332,1.019195528585377
NO08,Oslo og Viken,Norway,2,2001278,0.9993614080602495
SI04,Zahodna Slovenija,Slovenia,1,1009087,0.990994829979972
ITC1,Piemonte,Italy,4,4251351,0.9408773822721295
SI03,Vzhodna Slovenija,Slovenia,1,1107885,0.9026207593748449
ITH5,Emilia-Romagna,Italy,4,4437578,0.9013926065074237
RO12,Centru,Romania,2,2280856,0.876863773951534
PL41,Wielkopolskie,Poland,3,3444228,0.8710224758639672
BE24,Prov. Vlaams-Brabant,Belgium,1,1188079,0.841694870458951
CH03,Nordwestschweiz,Switzerland,1,1202435,0.8316457854270709
CZ07,Střední Morava,Czechia,1,1212333,0.8248558770568812
ITI1,Toscana,Italy,3,3661981,0.8192287180080946
