nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
HU11,Budapest,Hungary,24,1671004,14.362622710657783
FRY1,Guadeloupe,France,4,410013,9.755788231104868
DK04,Midtjylland,Denmark,11,1358879,8.094907640783322
NL32,Noord-Holland,Netherlands,21,2952622,7.112322539085598
BG42,Yuzhen tsentralen,Bulgaria,9,1301026,6.917617326632981
DK05,Nordjylland,Denmark,4,594634,6.726826922106707
DEE0,Sachsen-Anhalt,Germany,13,2186643,5.9451862969858364
NL41,Noord-Brabant,Netherlands,15,2626210,5.711652914275706
FRY2,Martinique ,France,2,353444,5.65860504068537
SK01,Bratislavský kraj,Slovakia,4,728370,5.491714375935308
NO09,Agder og Sør-Østlandet,Norway,4,745152,5.3680322940822816
RS11,City of Belgrade,Serbia,9,1683033,5.347488730167502
HR05,Grad Zagreb,Croatia,4,768624,5.20410499802244
EL41,Voreio Aigaio,Greece,1,195509,5.11485404763975
NL34,Zeeland,Netherlands,2,391124,5.113467851627616
ITH4,Friuli-Venezia Giulia,Italy,6,1194248,5.024082100200293
NL33,Zuid-Holland,Netherlands,19,3804906,4.993553060180725
DE30,Berlin,Germany,18,3755251,4.793288118424042
RO22,Sud-Est,Romania,11,2353162,4.674561292422706
SE31,Norra Mellansverige,Sweden,4,859620,4.6532188641492755
EL30,Attiki,Greece,17,3790842,4.484491835850716
NL42,Limburg (NL),Netherlands,5,1128367,4.431182407851346
EL61,Thessalia,Greece,3,682189,4.397608287439405
DE80,Mecklenburg-Vorpommern,Germany,7,1628378,4.298756185603097
NL21,Overijssel,Netherlands,5,1184333,4.221785595774161
DED5,Leipzig,Germany,4,1076346,3.7162771079188293
DEB2,Trier,Germany,2,546565,3.659217110499209
ITI1,Toscana,Italy,13,3661981,3.54999111136841
DK02,Sjælland,Denmark,3,849857,3.530005636242332
DE40,Brandenburg,Germany,9,2573135,3.4976789014179204
UKI3,Inner London — West,United Kingdom,4,1190513,3.3598961120122164
NL11,Groningen,Netherlands,2,596075,3.3552824728431827
HU33,Dél-Alföld,Hungary,4,1200150,3.3329167187434905
ME00,Crna Gora,Montenegro,2,616695,3.243094236210769
DEA1,Düsseldorf,Germany,17,5261157,3.2312284161069518
PL43,Lubuskie,Poland,3,952793,3.148637741880975
DED2,Dresden,Germany,5,1598250,3.128421711246676
RO21,Nord-Est,Romania,10,3224213,3.1015320637935524
HR03,Jadranska Hrvatska,Croatia,4,1297987,3.0816949630466253
RO32,Bucureşti-Ilfov,Romania,7,2290125,3.056601713880247
DE26,Unterfranken,Germany,4,1334376,2.9976558331384857
BG41,Yugozapaden,Bulgaria,6,2016554,2.975372839011502
SI04,Zahodna Slovenija,Slovenia,3,1009087,2.972984489939916
UKG1,"Herefordshire, Worcestershire and Warwickshire",United Kingdom,4,1352539,2.957400858681339
EE00,Eesti,Estonia,4,1365884,2.928506373894123
BG32,Severen tsentralen,Bulgaria,2,686334,2.9140331092441873
HU21,Közép-Dunántúl,Hungary,3,1059399,2.8317942531567426
ITI3,Marche,Italy,4,1484298,2.694876635284828
DE60,Hamburg,Germany,5,1892122,2.6425357350107443
AT13,Wien,Austria,5,1982097,2.5225808827721345
DE91,Braunschweig,Germany,4,1610865,2.483137941416568
BG33,Severoiztochen,Bulgaria,2,823884,2.4275262051453845
CZ03,Jihozápad,Czechia,3,1257691,2.38532358107039
CH06,Zentralschweiz,Switzerland,2,841372,2.37706983355757
NL22,Gelderland,Netherlands,5,2133708,2.343338451184511
ITI2,Umbria,Italy,2,856407,2.3353382211962304
DE92,Hannover,Germany,5,2180058,2.293516961475337
DEA3,Münster,Germany,6,2664280,2.252015553920759
SK02,Západné Slovensko,Slovakia,4,1806944,2.213682327731241
DE71,Darmstadt,Germany,9,4088107,2.20150793509074
UKJ4,Kent,United Kingdom,4,1854717,2.156663253747068
LV00,Latvija,Latvia,4,1883008,2.124260757256475
DK01,Hovedstaden,Denmark,4,1891871,2.114309062298645
BG34,Yugoiztochen,Bulgaria,2,948410,2.1087926107906916
DE12,Karlsruhe,Germany,6,2848400,2.1064457239151806
CZ02,Střední Čechy,Czechia,3,1439391,2.0842147825017663
UKJ2,"Surrey, East and West Sussex",United Kingdom,6,2909838,2.061970460211187
NL13,Drenthe,Netherlands,1,502051,1.991829515328124
BE23,Prov. Oost-Vlaanderen,Belgium,3,1563346,1.9189609977573743
HU31,Észak-Magyarország,Hungary,2,1093790,1.8285045575476098
UKF1,Derbyshire and Nottinghamshire,United Kingdom,4,2210381,1.8096427719927017
SI03,Vzhodna Slovenija,Slovenia,2,1107885,1.8052415187496897
ES21,País Vasco,Spain,4,2216302,1.8048081894976407
ITC4,Lombardia,Italy,18,9976509,1.8042383362757453
RO42,Vest,Romania,3,1671460,1.7948380457803357
EL51,"Anatoliki Makedonia, Thraki",Greece,1,559730,1.7865756704125204
AT32,Salzburg,Austria,1,568346,1.7594915773138193
RS12,Autonomous Province of Vojvodina,Serbia,3,1738651,1.7254756705054666
UKL2,East Wales,United Kingdom,2,1168000,1.7123287671232876
SE12,Östra Mellansverige,Sweden,3,1763645,1.7010225980852156
EL52,Kentriki Makedonia,Greece,3,1782630,1.6829067164807054
CH05,Ostschweiz,Switzerland,2,1217015,1.643365118753672
DE73,Kassel,Germany,2,1235899,1.6182552134114518
ITF3,Campania,Italy,9,5609536,1.6044107747949208
BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Belgium,2,1253178,1.5959424758494005
SK03,Stredné Slovensko,Slovakia,2,1305883,1.5315307726649325
HU12,Pest,Hungary,2,1328790,1.5051287261343027
CZ01,Praha,Czechia,2,1357326,1.4734853675535575
DE50,Bremen,Germany,1,684864,1.4601439117839454
ITH3,Veneto,Italy,7,4849553,1.4434320029083094
HU32,Észak-Alföld,Hungary,2,1405012,1.4234753866870888
NO0A,Vestlandet,Norway,2,1406920,1.4215449350353964
DED4,Chemnitz,Germany,2,1411556,1.416876128187617
ITC1,Piemonte,Italy,6,4251351,1.4113160734081942
PT18,Alentejo,Portugal,1,716994,1.3947118106985554
ES51,Cataluña,Spain,11,7901963,1.3920591630206318
DEA2,Köln,Germany,6,4527594,1.3252071630097575
RO12,Centru,Romania,3,2280856,1.315295660927301
PL63,Pomorskie,Poland,3,2295745,1.3067653419696001
UKM8,West Central Scotland,United Kingdom,2,1541998,1.2970185434741162
AT33,Tirol,Austria,1,771304,1.2965056579506913
FRF3,Lorraine,France,3,2320856,1.2926265136656476
HR06,Sjeverna Hrvatska,Croatia,1,785177,1.2735981823206741
CH04,Zürich,Switzerland,2,1579967,1.2658492234331478
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",United Kingdom,3,2417428,1.2409883562199162
AL03,Jug,Albania,1,812778,1.230348262379149
FRE1,Nord-Pas de Calais,France,5,4070111,1.2284677248360059
UKE2,North Yorkshire,United Kingdom,1,824054,1.2135127066915519
FR10,Ile-de-France,France,15,12388388,1.2108112855361004
PL22,Śląskie,Poland,5,4245283,1.1777777830123457
HU23,Dél-Dunántúl,Hungary,1,858675,1.1645849710309488
DE25,Mittelfranken,Germany,2,1805791,1.1075478834483061
UKD6,Cheshire,United Kingdom,1,931347,1.0737136641874618
UKD3,Greater Manchester,United Kingdom,3,2822003,1.0630747026137108
DE14,Tübingen,Germany,2,1903319,1.0507960042431144
FRK2,Rhône-Alpes,France,7,6827323,1.025292050778907
UKG3,West Midlands,United Kingdom,3,2928377,1.0244582579360513
HU22,Nyugat-Dunántúl,Hungary,1,982924,1.0173726554647156
LT02,Vidurio ir vakarų Lietuvos regionas ,Lithuania,2,2008555,0.9957407190741603
