nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
NL33,Zuid-Holland,Netherlands,7,3804906,1.8397300748034249
DEB2,Trier,Germany,1,546565,1.8296085552496044
HU31,Észak-Magyarország,Hungary,2,1093790,1.8285045575476098
UKF1,Derbyshire and Nottinghamshire,United Kingdom,4,2210381,1.8096427719927017
PL51,Dolnośląskie,Poland,5,2813919,1.776881281941662
UKK3,Cornwall and Isles of Scilly,United Kingdom,1,568612,1.7586684769227523
FI1B,Helsinki-Uusimaa,Finland,3,1733033,1.7310691717930358
UKE4,West Yorkshire,United Kingdom,4,2324560,1.7207557559280036
FRJ1,Languedoc-Roussillon,France,5,2941209,1.6999811982079476
FRC2,Franche-Comté,France,2,1179388,1.6957947681339813
HU33,Dél-Alföld,Hungary,2,1200150,1.6664583593717452
DE25,Mittelfranken,Germany,3,1805791,1.6613218251724589
RS21,Region Šumadije i Zapadne Srbije,Serbia,3,1816449,1.6515740326317998
SE11,Stockholm,Sweden,4,2440027,1.6393261222109428
DE30,Berlin,Germany,6,3755251,1.5977627061413473
LV00,Latvija,Latvia,3,1883008,1.593195567942356
DE14,Tübingen,Germany,3,1903319,1.5761940063646716
RO21,Nord-Est,Romania,5,3224213,1.5507660318967762
IE06,Eastern and Midland,Ireland,4,2600007,1.5384573964608557
UKK2,Dorset and Somerset,United Kingdom,2,1336003,1.4970026264911083
LT02,Vidurio ir vakarų Lietuvos regionas ,Lithuania,3,2008555,1.4936110786112404
ES22,Comunidad Foral de Navarra,Spain,1,672155,1.4877520809932232
BG41,Yugozapaden,Bulgaria,3,2016554,1.487686419505751
DE71,Darmstadt,Germany,6,4088107,1.46767195672716
EE00,Eesti,Estonia,2,1365884,1.4642531869470614
UKI7,Outer London — West and North West,United Kingdom,3,2103443,1.4262330854698702
ITF3,Campania,Italy,8,5609536,1.4261429109288184
RS22,Region Južne i Istočne Srbije,Serbia,2,1403064,1.425451725651859
CZ02,Střední Čechy,Czechia,2,1439391,1.3894765216678442
ITI1,Toscana,Italy,5,3661981,1.3653811966801577
UKD4,Lancashire,United Kingdom,2,1495318,1.3375081420808148
ITC3,Liguria,Italy,2,1507636,1.3265801559527632
DEA2,Köln,Germany,6,4527594,1.3252071630097575
BE23,Prov. Oost-Vlaanderen,Belgium,2,1563346,1.2793073318382495
RO22,Sud-Est,Romania,3,2353162,1.2748803524789198
HR06,Sjeverna Hrvatska,Croatia,1,785177,1.2735981823206741
FRC1,Bourgogne,France,2,1614580,1.2387122347607427
DE80,Mecklenburg-Vorpommern,Germany,2,1628378,1.2282160530294564
BG33,Severoiztochen,Bulgaria,1,823884,1.2137631025726923
RO42,Vest,Romania,2,1671460,1.1965586971868905
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",United Kingdom,3,2516568,1.1920997167571072
UKH1,East Anglia,United Kingdom,3,2521676,1.1896849555613014
FRK2,Rhône-Alpes,France,8,6827323,1.1717623437473224
HU23,Dél-Dunántúl,Hungary,1,858675,1.1645849710309488
DE94,Weser-Ems,Germany,3,2592162,1.1573350739652846
CZ06,Jihovýchod,Czechia,2,1731977,1.1547497455220248
ES11,Galicia,Spain,3,2699424,1.1113481987268394
SK02,Západné Slovensko,Slovakia,2,1806944,1.1068411638656206
ITC4,Lombardia,Italy,11,9976509,1.1025900943907332
CY00,Kýpros,Cyprus,1,920701,1.0861289387108302
FRD2,Haute-Normandie ,France,2,1854083,1.0787003602319853
UKJ4,Kent,United Kingdom,2,1854717,1.078331626873534
UKE1,East Yorkshire and Northern Lincolnshire,United Kingdom,1,932645,1.0722193331867966
BG34,Yugoiztochen,Bulgaria,1,948410,1.0543963053953458
DE21,Oberbayern,Germany,5,4801769,1.0412829105273493
DE27,Schwaben,Germany,2,1945978,1.0277608482726937
UKL1,West Wales and The Valleys,United Kingdom,2,1968383,1.0160624228110078
DEF0,Schleswig-Holstein,Germany,3,2953270,1.015823138419447
FR10,Ile-de-France,France,12,12388388,0.9686490284288803
DEA4,Detmold,Germany,2,2085331,0.9590803570272537
ES43,Extremadura,Spain,1,1054306,0.9484912349924974
DEG0,Thüringen,Germany,2,2126846,0.9403595746941715
DE72,Gießen,Germany,1,1067354,0.9368962874547714
DEE0,Sachsen-Anhalt,Germany,2,2186643,0.9146440456901287
ES70,Canarias,Spain,2,2213016,0.9037440307706768
NL42,Limburg (NL),Netherlands,1,1128367,0.8862364815702692
DE23,Oberpfalz,Germany,1,1133741,0.8820356677583329
ITI4,Lazio,Italy,5,5720536,0.8740439707048431
PL63,Pomorskie,Poland,2,2295745,0.8711768946464001
FRF3,Lorraine,France,2,2320856,0.8617510091104317
DE13,Freiburg,Germany,2,2322689,0.8610709397599076
FRI1,Aquitaine,France,3,3566828,0.8410834500570255
ITH4,Friuli-Venezia Giulia,Italy,1,1194248,0.8373470167000489
UKK4,Devon,United Kingdom,1,1195198,0.8366814536168903
UKC1,Tees Valley and Durham,United Kingdom,1,1201543,0.8322631815923358
CZ07,Střední Morava,Czechia,1,1212333,0.8248558770568812
CH05,Ostschweiz,Switzerland,1,1217015,0.821682559376836
TR72,"Kayseri, Sivas, Yozgat",Turkey,2,2494889,0.8016388705068642
BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,Belgium,1,1253178,0.7979712379247003
CZ03,Jihozápad,Czechia,1,1257691,0.7951078603567967
FI1D,Pohjois- ja Itä-Suomi,Finland,1,1271344,0.7865691740394417
DE22,Niederbayern,Germany,1,1273955,0.7849570824715159
FRG0,Pays de la Loire,France,3,3902115,0.768813835573785
BG42,Yuzhen tsentralen,Bulgaria,1,1301026,0.7686241474036645
ITF4,Puglia,Italy,3,3907683,0.7677183640535836
SK03,Stredné Slovensko,Slovakia,1,1305883,0.7657653863324663
DE26,Unterfranken,Germany,1,1334376,0.7494139582846214
ES24,Aragón,Spain,1,1341289,0.7455514807025182
UKG1,"Herefordshire, Worcestershire and Warwickshire",United Kingdom,1,1352539,0.7393502146703348
FRE1,Nord-Pas de Calais,France,3,4070111,0.7370806349016034
DK04,Midtjylland,Denmark,1,1358879,0.7359006946166656
DED4,Chemnitz,Germany,1,1411556,0.7084380640938085
UKC2,Northumberland and Tyne and Wear,United Kingdom,1,1455437,0.6870788635990428
UKG3,West Midlands,United Kingdom,2,2928377,0.6829721719573675
FRD1,Basse-Normandie ,France,1,1472492,0.6791208373288276
DEB1,Koblenz,Germany,1,1522508,0.6568109986942597
CH04,Zürich,Switzerland,1,1579967,0.6329246117165739
UKG2,Shropshire and Staffordshire,United Kingdom,1,1626956,0.6146447722003545
PL91,Warszawski stołeczny,Poland,2,3269510,0.6117124584417849
FRH0,Bretagne,France,2,3432901,0.5825976338962294
ES52,Comunitat Valenciana ,Spain,3,5216195,0.5751318729457008
IE05,Southern,Ireland,1,1741180,0.5743231601557565
FRI3,Poitou-Charentes,France,1,1834080,0.5452324871325133
UKF2,"Leicestershire, Rutland and Northamptonshire",United Kingdom,1,1843764,0.5423687630304095
ITF6,Calabria,Italy,1,1846610,0.5415328629217864
BE21,Prov. Antwerpen,Belgium,1,1915921,0.521942188639302
CH02,Espace Mittelland,Switzerland,1,1918746,0.5211737249224233
FRF1,Alsace,France,1,1932857,0.5173688482903805
ES42,Castilla-La Mancha,Spain,1,2084086,0.479826648228528
DE11,Stuttgart,Germany,2,4205849,0.475528246496724
TRB2,"Van, Muş, Bitlis, Hakkari",Turkey,1,2157272,0.46354840743309145
PL92,Mazowiecki regionalny,Poland,1,2210253,0.45243689297107614
ITH5,Emilia-Romagna,Italy,2,4437578,0.45069630325371185
RO12,Centru,Romania,1,2280856,0.438431886975767
ES30,Comunidad de Madrid,Spain,3,6871903,0.4365602948702855
ES41,Castilla y León,Spain,1,2383703,0.41951535069595497
ITH3,Veneto,Italy,2,4849553,0.41240914368808834
RO11,Nord-Vest,Romania,1,2531913,0.394958278582242
FRB0,Centre — Val de Loire,France,1,2572735,0.3886914120575963
ES61,Andalucía,Spain,3,8584147,0.349481433624098
FRJ2,Midi-Pyrénées,France,1,3168890,0.3155679117924573
PL41,Wielkopolskie,Poland,1,3444228,0.29034082528798905
DEA5,Arnsberg,Germany,1,3600754,0.2777196109481514
PT11,Norte,Portugal,1,3640294,0.2747030871682342
PL22,Śląskie,Poland,1,4245283,0.23555555660246913
ITG1,Sicilia,Italy,1,4814016,0.20772677116154162
UA21,Donetska Oblast,Ukraine,6,NA,NA
UA63,M. Kyiv,Ukraine,5,NA,NA
UA31,Dnipropetrovska Oblast,Ukraine,3,NA,NA
UA13,Kharkivska Oblast,Ukraine,3,NA,NA
UA43,Khersonska Oblast,Ukraine,3,NA,NA
UA73,Lvivska Oblast,Ukraine,3,NA,NA
UA42,Odeska Oblast,Ukraine,3,NA,NA
UA22,Luhanska Oblast,Ukraine,2,NA,NA
UA81,Volynska Oblast,Ukraine,2,NA,NA
UA32,Zaporizka Oblast,Ukraine,2,NA,NA
UA44,Avtonomna Respublika Krym,Ukraine,1,NA,NA
UA14,Chernihivska Oblast,Ukraine,1,NA,NA
UA72,Ivano-Frankivska Oblast,Ukraine,1,NA,NA
UA41,Mykolaivska Oblast,Ukraine,1,NA,NA
UA83,Rivnenska Oblast,Ukraine,1,NA,NA
