nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
HU11,Budapest,Hungary,28,1671004,16.756393162434083
CZ01,Praha,Czechia,20,1357326,14.734853675535575
DK01,Hovedstaden,Denmark,18,1891871,9.514390780343904
DE80,Mecklenburg-Vorpommern,Germany,11,1628378,6.75518829166201
HU22,Nyugat-Dunántúl,Hungary,6,982924,6.104235932788293
SK01,Bratislavský kraj,Slovakia,4,728370,5.491714375935308
SE32,Mellersta Norrland,Sweden,2,375935,5.320068628885313
HU33,Dél-Alföld,Hungary,6,1200150,4.999375078115236
DEE0,Sachsen-Anhalt,Germany,10,2186643,4.573220228450643
HU31,Észak-Magyarország,Hungary,5,1093790,4.571261393869024
DED4,Chemnitz,Germany,6,1411556,4.250628384562851
BG34,Yugoiztochen,Bulgaria,4,948410,4.217585221581383
HR05,Grad Zagreb,Croatia,3,768624,3.90307874851683
PL91,Warszawski stołeczny,Poland,12,3269510,3.6702747506507087
NL21,Overijssel,Netherlands,4,1184333,3.377428476619329
CZ08,Moravskoslezsko,Czechia,4,1189674,3.3622656290714934
SE23,Västsverige,Sweden,7,2101461,3.3310158979871627
SK04,Východné Slovensko,Slovakia,5,1587595,3.1494178301141034
NL32,Noord-Holland,Netherlands,9,2952622,3.048138231036685
DEF0,Schleswig-Holstein,Germany,9,2953270,3.0474694152583406
CZ06,Jihovýchod,Czechia,5,1731977,2.886874363805062
HU32,Észak-Alföld,Hungary,4,1405012,2.8469507733741777
SE12,Östra Mellansverige,Sweden,5,1763645,2.8350376634753593
HU21,Közép-Dunántúl,Hungary,3,1059399,2.8317942531567426
CZ02,Střední Čechy,Czechia,4,1439391,2.7789530433356884
PL84,Podlaskie,Poland,3,1083854,2.7679004736800343
SK02,Západné Slovensko,Slovakia,5,1806944,2.7671029096640516
DED2,Dresden,Germany,4,1598250,2.502737368997341
ITH3,Veneto,Italy,12,4849553,2.47445486212853
DE30,Berlin,Germany,9,3755251,2.396644059212021
RO42,Vest,Romania,4,1671460,2.393117394373781
PL62,Warmińsko-mazurskie,Poland,3,1303380,2.30170786723749
RO32,Bucureşti-Ilfov,Romania,5,2290125,2.1832869384858906
LV00,Latvija,Latvia,4,1883008,2.124260757256475
SE11,Stockholm,Sweden,5,2440027,2.0491576527636783
DEC0,Saarland,Germany,2,992666,2.0147763698968233
NL13,Drenthe,Netherlands,1,502051,1.991829515328124
SI04,Zahodna Slovenija,Slovenia,2,1009087,1.981989659959944
DE40,Brandenburg,Germany,5,2573135,1.943154945232178
DEB3,Rheinhessen-Pfalz,Germany,4,2090077,1.9138050894775647
PL22,Śląskie,Poland,8,4245283,1.884444452819753
