nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
FRY2,Martinique ,France,4,353444,11.31721008137074
UKI3,Inner London — West,United Kingdom,13,1190513,10.919662364039704
HU11,Budapest,Hungary,17,1671004,10.173524420049263
NL11,Groningen,Netherlands,5,596075,8.388206182107956
NO09,Agder og Sør-Østlandet,Norway,6,745152,8.052048441123421
NO02,Innlandet,Norway,3,373628,8.02937681330093
NL34,Zeeland,Netherlands,3,391124,7.670201777441425
FRY1,Guadeloupe,France,3,410013,7.31684117332865
RS11,City of Belgrade,Serbia,10,1683033,5.941654144630557
DK02,Sjælland,Denmark,5,849857,5.883342727070555
NL32,Noord-Holland,Netherlands,15,2952622,5.080230385061142
NL21,Overijssel,Netherlands,6,1184333,5.0661427149289935
ES12,Principado de Asturias,Spain,5,1006060,4.969882511977417
FRC1,Bourgogne,France,7,1614580,4.3354928216626
ES53,Illes Balears,Spain,5,1209906,4.1325524462230945
SK01,Bratislavský kraj,Slovakia,3,728370,4.11878578195148
ES51,Cataluña,Spain,32,7901963,4.04962665606002
NL33,Zuid-Holland,Netherlands,15,3804906,3.9422787317216246
DE60,Hamburg,Germany,7,1892122,3.6995500290150427
CH02,Espace Mittelland,Switzerland,7,1918746,3.648216074456963
DE40,Brandenburg,Germany,9,2573135,3.4976789014179204
UKJ2,"Surrey, East and West Sussex",United Kingdom,10,2909838,3.4366174336853117
UKL2,East Wales,United Kingdom,4,1168000,3.4246575342465753
DK05,Nordjylland,Denmark,2,594634,3.3634134610533537
ITH4,Friuli-Venezia Giulia,Italy,4,1194248,3.3493880668001954
UKD6,Cheshire,United Kingdom,3,931347,3.2211409925623853
DEE0,Sachsen-Anhalt,Germany,7,2186643,3.2012541599154503
HR03,Jadranska Hrvatska,Croatia,4,1297987,3.0816949630466253
RO32,Bucureşti-Ilfov,Romania,7,2290125,3.056601713880247
NL41,Noord-Brabant,Netherlands,8,2626210,3.0462148876137096
DEA3,Münster,Germany,8,2664280,3.002687405227679
NO08,Oslo og Viken,Norway,6,2001278,2.9980842241807486
DE26,Unterfranken,Germany,4,1334376,2.9976558331384857
DK04,Midtjylland,Denmark,4,1358879,2.9436027784666625
DE30,Berlin,Germany,11,3755251,2.929231627925803
NL31,Utrecht,Netherlands,4,1387643,2.882585794761333
RS12,Autonomous Province of Vojvodina,Serbia,5,1738651,2.8757927841757778
UKE3,South Yorkshire,United Kingdom,4,1404971,2.847033853367792
NO0A,Vestlandet,Norway,4,1406920,2.8430898700707927
SK02,Západné Slovensko,Slovakia,5,1806944,2.7671029096640516
SI03,Vzhodna Slovenija,Slovenia,3,1107885,2.7078622781245345
SE32,Mellersta Norrland,Sweden,1,375935,2.6600343144426564
DK01,Hovedstaden,Denmark,5,1891871,2.642886327873306
