nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
NL22,Gelderland,Netherlands,5,2133708,2.343338451184511
SE31,Norra Mellansverige,Sweden,2,859620,2.3266094320746378
ITI1,Toscana,Italy,8,3661981,2.1846099146882523
DE13,Freiburg,Germany,5,2322689,2.152677349399769
RS22,Region Južne i Istočne Srbije,Serbia,3,1403064,2.1381775884777885
FRL0,Provence-Alpes-Côte d’Azur,France,11,5173952,2.1260344123795507
NO07,Nord-Norge,Norway,1,483536,2.068098342212369
ITI3,Marche,Italy,3,1484298,2.021157476463621
HR02,Panonska Hrvatska,Croatia,2,999106,2.0017895999023128
NL13,Drenthe,Netherlands,1,502051,1.991829515328124
LT02,Vidurio ir vakarų Lietuvos regionas ,Lithuania,4,2008555,1.9914814381483206
DEA2,Köln,Germany,9,4527594,1.9878107445146362
DE71,Darmstadt,Germany,8,4088107,1.95689594230288
DEB3,Rheinhessen-Pfalz,Germany,4,2090077,1.9138050894775647
SK04,Východné Slovensko,Slovakia,3,1587595,1.889650698068462
HU21,Közép-Dunántúl,Hungary,2,1059399,1.8878628354378284
ITH2,Provincia Autonoma di Trento,Italy,1,542996,1.841634192517072
FR10,Ile-de-France,France,22,12388388,1.7758565521196141
NL42,Limburg (NL),Netherlands,2,1128367,1.7724729631405385
ES51,Cataluña,Spain,14,7901963,1.7717116620262587
FRF3,Lorraine,France,4,2320856,1.7235020182208634
FRC2,Franche-Comté,France,2,1179388,1.6957947681339813
CZ08,Moravskoslezsko,Czechia,2,1189674,1.6811328145357467
DE11,Stuttgart,Germany,7,4205849,1.6643488627385337
DE25,Mittelfranken,Germany,3,1805791,1.6613218251724589
FRD2,Haute-Normandie ,France,3,1854083,1.6180505403479781
DE22,Niederbayern,Germany,2,1273955,1.5699141649430317
CH02,Espace Mittelland,Switzerland,3,1918746,1.56352117476727
PL61,Kujawsko-pomorskie,Poland,3,1943197,1.5438475872492599
DE94,Weser-Ems,Germany,4,2592162,1.5431134319537128
NL41,Noord-Brabant,Netherlands,4,2626210,1.5231074438068548
FRE1,Nord-Pas de Calais,France,6,4070111,1.4741612698032067
FRK2,Rhône-Alpes,France,10,6827323,1.4647029296841527
DEA4,Detmold,Germany,3,2085331,1.4386205355408805
SE23,Västsverige,Sweden,3,2101461,1.427578241994498
DE12,Karlsruhe,Germany,4,2848400,1.404297149276787
CZ02,Střední Čechy,Czechia,2,1439391,1.3894765216678442
DEA5,Arnsberg,Germany,5,3600754,1.388598054740757
DE92,Hannover,Germany,3,2180058,1.3761101768852022
SK01,Bratislavský kraj,Slovakia,1,728370,1.372928593983827
DEE0,Sachsen-Anhalt,Germany,3,2186643,1.371966068535193
DEF0,Schleswig-Holstein,Germany,4,2953270,1.3544308512259293
RO32,Bucureşti-Ilfov,Romania,3,2290125,1.3099721630915344
CZ05,Severovýchod,Czechia,2,1533205,1.3044570034665945
HR06,Sjeverna Hrvatska,Croatia,1,785177,1.2735981823206741
ITG1,Sicilia,Italy,6,4814016,1.2463606269692498
DE80,Mecklenburg-Vorpommern,Germany,2,1628378,1.2282160530294564
BG33,Severoiztochen,Bulgaria,1,823884,1.2137631025726923
CH06,Zentralschweiz,Switzerland,1,841372,1.188534916778785
CH01,Région lémanique,Switzerland,2,1701827,1.1752075857299245
FRH0,Bretagne,France,4,3432901,1.1651952677924589
CZ06,Jihovýchod,Czechia,2,1731977,1.1547497455220248
IE05,Southern,Ireland,2,1741180,1.148646320311513
DE93,Lüneburg,Germany,2,1757157,1.1382022209739937
EL52,Kentriki Makedonia,Greece,2,1782630,1.121937810987137
BE22,Prov. Limburg (BE),Belgium,1,898619,1.112818669536255
FRI3,Poitou-Charentes,France,2,1834080,1.0904649742650265
RO41,Sud-Vest Oltenia,Romania,2,1861680,1.0742984830905418
DE14,Tübingen,Germany,2,1903319,1.0507960042431144
PL43,Lubuskie,Poland,1,952793,1.0495459139603251
FRF1,Alsace,France,2,1932857,1.034737696580761
FRG0,Pays de la Loire,France,4,3902115,1.0250851140983799
AT13,Wien,Austria,2,1982097,1.0090323531088539
SI04,Zahodna Slovenija,Slovenia,1,1009087,0.990994829979972
ES43,Extremadura,Spain,1,1054306,0.9484912349924974
FRJ2,Midi-Pyrénées,France,3,3168890,0.9467037353773718
ITC1,Piemonte,Italy,4,4251351,0.9408773822721295
DEG0,Thüringen,Germany,2,2126846,0.9403595746941715
PL84,Podlaskie,Poland,1,1083854,0.9226334912266781
PL91,Warszawski stołeczny,Poland,3,3269510,0.9175686876626772
ITH5,Emilia-Romagna,Italy,4,4437578,0.9013926065074237
PL41,Wielkopolskie,Poland,3,3444228,0.8710224758639672
FRI1,Aquitaine,France,3,3566828,0.8410834500570255
ITH4,Friuli-Venezia Giulia,Italy,1,1194248,0.8373470167000489
HU33,Dél-Alföld,Hungary,1,1200150,0.8332291796858726
TR72,"Kayseri, Sivas, Yozgat",Turkey,2,2494889,0.8016388705068642
CZ03,Jihozápad,Czechia,1,1257691,0.7951078603567967
EL30,Attiki,Greece,3,3790842,0.7913809122089499
FI1D,Pohjois- ja Itä-Suomi,Finland,1,1271344,0.7865691740394417
ITF1,Abruzzo,Italy,1,1272627,0.7857761936529714
FRB0,Centre — Val de Loire,France,2,2572735,0.77738282411519255
BG42,Yuzhen tsentralen,Bulgaria,1,1301026,0.7686241474036645
FRF2,Champagne-Ardenne,France,1,1311569,0.7624455899765853
DEA3,Münster,Germany,2,2664280,0.7506718513069197
DE26,Unterfranken,Germany,1,1334376,0.7494139582846214
ITF3,Campania,Italy,4,5609536,0.7130714554644092
HU32,Észak-Alföld,Hungary,1,1405012,0.7117376933435444
DED4,Chemnitz,Germany,1,1411556,0.7084380640938085
DEB1,Koblenz,Germany,1,1522508,0.6568109986942597
ES62,Región de Murcia,Spain,1,1551692,0.6444577918813785
CH04,Zürich,Switzerland,1,1579967,0.6329246117165739
DE21,Oberbayern,Germany,3,4801769,0.6247697463164096
DE91,Braunschweig,Germany,1,1610865,0.620784485354142
ITH3,Veneto,Italy,3,4849553,0.6186137155321325
PL21,Małopolskie,Poland,2,3319305,0.6025357717956018
ES30,Comunidad de Madrid,Spain,4,6871903,0.5820803931603807
ES52,Comunitat Valenciana ,Spain,3,5216195,0.5751318729457008
ITI4,Lazio,Italy,3,5720536,0.5244263824229058
FRE2,Picardie,France,1,1916353,0.521824528153216
PL22,Śląskie,Poland,2,4245283,0.47111111320493826
TRB2,"Van, Muş, Bitlis, Hakkari",Turkey,1,2157272,0.46354840743309145
PL92,Mazowiecki regionalny,Poland,1,2210253,0.45243689297107614
ES70,Canarias,Spain,1,2213016,0.4518720153853384
ES21,País Vasco,Spain,1,2216302,0.45120204737441016
PL63,Pomorskie,Poland,1,2295745,0.43558844732320007
RO22,Sud-Est,Romania,1,2353162,0.4249601174929733
ES41,Castilla y León,Spain,1,2383703,0.41951535069595497
RO11,Nord-Vest,Romania,1,2531913,0.394958278582242
IE06,Eastern and Midland,Ireland,1,2600007,0.3846143491152139
PL51,Dolnośląskie,Poland,1,2813919,0.3553762563883324
TR83,"Samsun, Tokat, Çorum, Amasya",Turkey,1,2827339,0.35368945853327105
ES61,Andalucía,Spain,3,8584147,0.349481433624098
FRJ1,Languedoc-Roussillon,France,1,2941209,0.33999623964158954
ITF4,Puglia,Italy,1,3907683,0.25590612135119456
ITC4,Lombardia,Italy,1,9976509,0.1002354631264303
NL36,Zuid-Holland,Netherlands,11,NA,NA
UA73,Lvivska Oblast,Ukraine,5,NA,NA
UA63,M. Kyiv,Ukraine,5,NA,NA
NL35,Utrecht,Netherlands,5,NA,NA
XK00,Kosovo,Kosovo,3,NA,NA
UA62,Cherkaska Oblast,Ukraine,2,NA,NA
UA21,Donetska Oblast,Ukraine,2,NA,NA
UA13,Kharkivska Oblast,Ukraine,2,NA,NA
UA53,Khmelnytska Oblast,Ukraine,2,NA,NA
UA41,Mykolaivska Oblast,Ukraine,2,NA,NA
UA44,Avtonomna Respublika Krym,Ukraine,1,NA,NA
UA74,Chernivetska Oblast,Ukraine,1,NA,NA
UA43,Khersonska Oblast,Ukraine,1,NA,NA
UA42,Odeska Oblast,Ukraine,1,NA,NA
UA32,Zaporizka Oblast,Ukraine,1,NA,NA
